Docket_Id,Comment_Id,Comment,Aspect,Annotator 1,Annotator 2,Annotator 3
FDA-2010-N-0568,FDA-2010-N-0568-0181,I believe that cigarette boxes should be required to print graphic photos of the possible consequences of smoking in order to warn users in an more user friendly way.,consequences,Positive,Positive,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0184,I think requiring warning labels on cigarette packages will decrease the amount of smokers in the United States. Adding pictures that inform smokers of their risk of disease and what they could potentially look like in the years to come could scare them enough to make them quit smoking. Warning labels are a very good idea and should definitely be inforced to prevent people from smoking.,risk,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0187,"I APPROVE THE IDEA OF ADDING IMAGES TO CIGARETTE AND SMOKELESS TOBACCO CONTAINERS. I THINK THEY MIGHT BE MORE EFFECTIVE IF THEY WERE MORE EMOTIVE AND DISTURBING. THE CURRENT IMAGES DO NOT SEEM TO COMMUNICATE FEAR, OR GREAT REASONS TO THROW THE PACK AWAY. LOOK AT THE UK'S IMAGES ON THEIR PACK. I THINK THOSE HAVE A STRONGER MESSAGE TO COMMUNICATE THAN THE PROPOSED ONES IN THE US.",COMMUNICATE,Neutral,Negative,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0188,"I believe that the idea behind these new warning labels has all the right intentions. I don't know how well it will actually work. Only because many smokers will not be able to simply quit the habit because of a new picture and new smokers typically are not looking at packs, they're usually taking a cigarette from a current smoker so they can try. Some of the labels might not exactly have the impact that might be intended. I think some might cause more humor and not get their message across. I do think that labels on cigarette packs should take the next step, but I am not sure that a cartoon that makes a cigarette look like an injection is the right way to approach it.",labels,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0190,"I think this picture will be the most effective because when people see someone's health in danger and realize that it's a potential hazard toward themselves they're more likely to quit the bad habit. This picture made me cringe and I'm not a smoker so, I can only imagine the reactions of those who do smoke. It's very scary and real compared to the other ones. The pictures that are of real people or their lungs will be the most effective. I don't think that many people will take the animated pictures as serious.",effective,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0191,"The picture that I think they should use is cigarettes cause cancer, this picture really puts in perspective the consequences of smoking cigarettes. Lung cancer is the number one disease that people get from smoking cigarettes and 1 in 5 deaths result from lung cancer. This picture puts fear in others eyes because it shows what could happen to them. Not only do cigarettes cause lung cancer, it can cause other diseases that will make you look as weak as this woman.",deaths,Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0193,"Around 1/5 of the U.S. population smokes cigarettes. Slightly more men smoke than women, and it is therefore important to have advertisements that are just as affective for both genders. Some of the proposed warnings should be reconsidered. The warnings that include the effects of smoking on pregnancy and children do not target everyone (only parents). Therefore, it is a much better idea to focus on the extreme consequences of smoking. Many people know that smoking in general causes health risks, but it is important to emphasize these specific dangerous, such as cancer, CHD, or COPD. One possibility is to advertise the affects of smoking on certain body organs or systems. Also, displaying advertisments that focus on certain cancers and diseases is much better than just stating that smoking can kill you.Many smokers already know that smoking has many health risks, but detailing these risks in visuals can be beneficial. It is crucial to focus on the extreme consequences of smoking, because these are the best motivators for smokers to quit. Therefore, the advertisements that focus on cancer, lung disease, heart disease/stroke, and other extreme health risks are the best advertisements, since they personally impact the smoker.",health risks,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0196,It is silly to do all of that. Kids will think it is great and funny and not pay attention - it may even prompt more kids to start smoking - plus people who smoke don't even look at warnings!,funny,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0198,"I would like to voice my support for Docket No. FDA-2010-N-0568 requiring color graphics that must accompany each of the nine new textual warning statements on cigarette packages. In a world where many people by based on appearance, hopefully graphic images will make people think twice before buying and using cancer causing products.",warning,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0200,Why don't you stop telling half truths and either make tobacco illegal or get the hell off the band wagon. You continually keep changing laws and requirements to stop people from doing a legal product and yet everything you do has had absolutely NO impact on cutting back or stopping smokers. Quit already!!!,laws,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0201,Prominence of warnings will definitely have an impact on causing smokers to quit and prevent others from starting as new smokers. Thank you for aggressively combatting this critical public health danger.,combatting,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0202,The current labels were viewed and none make the statement of cigarette impact on disease. The pictures are unlikely to deter individuals. I feel a stronger image of a diseased lung symbolic of the consequences of smoking might be more appropriate. considering that the link between lung cancer and cigarettes is undeniable it would be most appropriate to warn individuals that the risk may not be worth it!Thank you,deter,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0203,"Excellent graphic depictions of dangers of smoking. The stroke and heart attack section could have been stronger, but the others were great. I liked that the messages were clear even for non-readers and also that they were showed diverse populations.",messages,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0204,"As a public health nurse making home visits to parents with young children, I still see many clients who either smoke themselves or live with friends/relatives who smoke. Most smoke outside the home, but not all, and there still exists the smoke particles on their clothing, hair, beards, and hands. The increased cost of cigarettes has helped some quit, but graphic warnings on packaging, such as those proposed, would be another step in chipping away the motivation to continue to smoke. I am very much in favor of them.",cost,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0205,"Please do not include the images of the lady breastfeeding (or holding the baby close to her breast) and smoking. Although it is not recommended that women breastfeed and smoke at the same time, by using this image the public might perceive that if a woman smokes she shouldn't breastfeed at all rather than limiting smoking to outside the home right after nursing.",breastfeed,Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0209,what happened to america.leave us alone,america,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0210,"Cigarette warning labels are long overdue for a change. The current labels are small and inadequate and do not have an impact on the smoker the way they should. Stronger or graphic labeling will provide information that will be hard to ignore thus conveying the message that was intended, tobacco will kill you or make you seriously ill.",inadequate,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0211,"On the photo with kids, I like 2B; photo causes cancer, I like 1B and 3B--I suggest adding the non-rebreather mask (which is in the stroke photos) to photo 1B; photo about quiting, I like 1B. Some photos are good but I think it's a stretch for the general public to get the connection--such as the puppet strings, or didn't seem too reasonable like blowing smoke into the baby's face. The coffin photo is good but it shows a white male--Is there a more generic- looking person, manequin, or maybe just skeleton bones that would cover any gender/race/age of a person?What about a photo of an obituary for someone--maybe John or Jane Doe---that says died from cancer caused by smoking?",photos,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0212,I chose the lung filled with cigarette butts on the white background that states: Warning Cigarettes cause fatal lung disease. This advertisement would be recognized by males or females from teenagers to older ages. The graphiics are simple but effective with the outline of the lungs fillled with cigarette butts and clear language that doesn't just address lung cancer but all lung diseases. This could also be effective on billboards or magazine advertising as well in conjunction with the label packaging.,lung disease,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0214,I think that putting a graphic image of the possible outcome from using tobacco is a very smart thing to do because a picture really does say more then a just one little warning label would normally say. Especially the one picture with the cancer patient because so many people have been affected by cancer either directly or indirectly and I feel that it would have most affect on getting the point across that tobacco can really cause these things and it really does lead to these outcomes sometimes.,cancer,Neutral,Neutral,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0216,"Words on the cigarette packages can only do so much. Most people just glance or look over the words without really reading them. But pictures have a thousand words. They can show much more and give more of an impact then a warning label. The pictures show who is being hurt, nobody in the right mind would ever want to hurt there own kids. The pictures of the little kids sends a powerful image. Many adults would look at it and say i do not want to harm my child, so they will start trying really hard to stop smoking.",warning,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0217,I favor graphic representation of the effects of using tobacco products.,graphic,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0218,I love the one with the guy blowing smoke out of the hole in his neck. It really shows the damages of smoking and could really hit people hard if they were to buy that pack of cigarettes with that picture on it. Who wants a hole in their neck?,damages,Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0222,I feel that the majority of the ads were very effective. The ad i liked the most was the one that says cigarettes are addictive with the picture of a man with a hole in his throat and hes smoking through it. Some of the ads didn't really get the point across or were hard to distinguish. One ad has a lady blowing smoke in a bubble that wasn't really convincing and was dumb.,effective,Negative,Neutral,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0223,I think that this proposed rule is a good thing. Even though I don't think it will make current smokers stop smoking but it would hopefully help minimize the amount of people that want to start smoking. Also this would help with young teenagers and not smoking.,young teenagers,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0224,"I feel that the most effective way to get a message across is to obtain the attention of all age groups of people who do smoke. Image 1B is most effective because it is not limited to a certain audience. It is specifically showing such harsh consequences of smoking. All of the other image were effective as well, but were geared towards specific purposes such as women being pregnant, people with children.. etc. The first image does not need any thinking to get the point across. It is an unforgettable image.",unforgettable,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0225,"The first set of pictures that say cigarettes are addictive seemed to be the best one in my eyes. I know certain people who look like this because of smoking, and i have conversed with them about how much smoking has affected them. They always warn me against it, and tell me of all the detrimental things that have happened to them because of this disgusting habit. i would hope that this specific way of advertising would help to show everyone just some of the terrible things that smoking can do to the human body. Even if this particular picture is not chosen i am elated that the government has decided to put labels like this one on cigarette boxes. It will help open the eyes of countless people who are addicted, and hopefully a majority will quit in the near future.",advertising,Positive,Positive,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0226,"response to 21 CFR Part 1141, Docket No. FDA-2010-N-0568, RIN 0910-AG41The following comments were provided by students in the New Choices residential substance abuse treatment program for young adults in Hamden, CT. These comments were collected by LTJG Freya Zork, RN, USPHS during a group discussion about the new warning labels for cigarette packs proposed by the FDA.",program,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0227,"I believe that it is right that the FDA wants to add new regulations on what goes on the labels of cigarette cartons. Because of all the facts we know today of how smoking is so harmful, people should be well aware of what they are putting in their bodies when they smoke. The labels that are currently on cigarette packets don't have near as many as the hash chemicals that are actually in each cigarette. Users most likely do not know that there are 43 chemicals in a cigarette that cause caner alone, not counting many others that may not cause cancer. Chemicals like Acetone, Ammonia, Lighter fluid, Industrial solvent, Carbon monoxide, Benzopyrene and urethane which are carcinogens that directly cause cancer, and Formaldehyde a cocarcinogen that when combined with other chemicals can cause cancer. The long term effects of smoking could be the possibility of getting cardiovasuclar disease, the number one killer of women in America, lung cancer, or even ochronic obstructive pulmonary disease. Each of these diseases can and will most likely result in death. There are many not as serious illnesses that come from smoking over a period of time and although they may not result in death, they make life very difficult and uneasy because they make people very sick. The importance of people knowing what is in a single cigarette could not be higher because if a new smoker reads a label, sees all of the harsh things that are in cigarettes, it could cause that person to not smoke that cigarette which would then be one less smoker added to the deadly list of people who smoke.",Chemicals,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0228,"I think that the decision to add images to cigarette packaging is a brilliant one! Simply having a warning label does nothing, however an image on the package will do what works can't! After all, they say a picture speaks a thousand words.The submission that speaks to me the the most is the submission that contains a frail, bald woman in a hospital bed dying of cancer. This image spoke to me because it is the most personable and relevant image. I am not a cartoon, so none of the cartoon images spoke to me or were even relevant to me. However, as a human and more specifically, as a woman, the image of a woman dying as a result of smoking was very real, terrifying, and dramatic. I'm not even a smoker, but that image has made me even more against smoking than I ever would be. I can't imagine a person smoking a cigarette or even opening the package if that image was on the cigarette package. That image is truly moving and powerful! I vote for this image to be one of the submissions to be printed on cigarette packages.",submission,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0229,"The picture depicting a woman blowing smoke over an infant is by far the most startling and thought-provoking picture to be possibly added to the new warning labels. That being said, startling and thought-provoking is what we need in order to help get the message across about smoking, which is that it is deadly and that it also harms others around you. Hopefully the picture will be added, and will cause people to think twice before purchasing their next pack.",thought-provoking,Positive,Neutral,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0230,"The article propose that the family smoking prevention and the tobacco control act requires the tobacco industries to display color graphics of health hazards largely and more visible on cigarettes packages and advertisements. Tobacco control act requires the U.S food and drug administration to issue the regulations of color graphics by June twenty-two, 2011. The new requirements suppose to take place fifteen months after issuance. I definitely agree with the action of the family smoking prevention and tobacco control act. But I do not believe this proposal will not proceed through. Some of the color graphics were a little of extreme, but it do put a disturbed image in a smoker mind. From elementary and middle school, we have learned about the effects of smoking. We have learned about the fatal lung disease, cancer, heart disease and death. Within this school grade, people are between the age of twelve. And at the age of twelve, a child smoke their first cigarette. So if a child learned and see about the effects of smoking and still smoke a cigarette, how are the graphics suppose to decrease the number of smokers. The tobacco industries will not input money to display these color graphics on their products. So if the tobacco control act aspect the proposal to issue by June 22, 2011. I doubt there will not be an agreement between the fda and tobacco industries. I definitely will like the proposal to proceed, but realistically the act will not pass.",extreme,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0231,I am in favor of the new proposal for the warning of cigarettes. I mean those graphic images and sayings i dont think are going to do anything because they have been warning labels on cigarettes prior and it didnt do anything. Maybe if you use graphic images and those nine labels maybe it'll work.,images,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0233,Picture warnings would be a tremendous step forward as the pictures would adequately get the message across no matter what language is spoken. I would also suggest a picture depicting cigarette litter as a health hazard. Cigarett butts are currently the number one most littered item in the entire world and cause serious environmental health hazards. Thank you.,health hazard,Positive,Positive,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0234,"I agree that they should put labels on cigarettes. In 2007, 443,000 people died because they smoked cigarettes. Also lung cancer is the most common cancer death (1 out of 3 deaths). It's a good idea but i don't think it would stop people from smoking. That's their choice if they want to stop because if I smoked no labels would stop me. Cigarettes is addictive.",common,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0235,"the label that i believe will be the most effect in getting people to stop smoking or to start smoking less, is the smoking is addictive #2. this label i found to be effective because it shows how nicotine is just as addictive as any other illegal drug. this ad also shows how id does not matter whether the drug is legal or illegal, they are still drugs and they are still bad for an individual.i particularly like this warning label because i think when people see this ad they will think of smoking as more of an illegal drug because in the picture the character is administering it as if if what heroine. with this mindset i believe that people will think very badly of smoking and realize how bad it is for them and want to quit smoking sooner. with these new labels on the cigarette boxes i hope that people will think twice about smoking because it is really bad for them and would be much better for their helth if they stopped all together.",addictive,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0237,i believe that the advertisements for the cigarette will be great.being that many Americans can get a chance to see what smoking can do to them.but at the same time people want care whats on the cigarettes because if you like to smoke you wouldnt care about the warning signs.,warning signs,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0238,The add that caught my eye the most was the first one. I know someone that has a hole in their throat because of smoking. I have sat down with him and discussed at great lengths the damage it has done to him. I would hope that if these labels were instituted and put on cigarette boxes that it would open people's eyes and hopefully in the near future get many of them to quit smoking.,damage,Positive,Neutral,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0239,"Putting graphic images should be put on cigarette boxes, because it will increase the awareness of the effects it will have on people who use the product.",awareness,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0240,I THINK THE MOST GRUESOME PICTURES POSSIBLE SHOULD BE PUT ON CIGARETTE PACKAGES AND CARTONS,GRUESOME,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0242,"Cigarettes cause cancer 1B, i think that this picture will effect many people because just by looking at it is scary to even think that you could be in a cancer bed because of smoking. i don't think anyone would want to live their life that way and this would be a great way to show people the outcome of smoking.",outcome,Positive,Positive,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0243,"I strongly support the proposed new regulations that would require more prominent and graphic warning labels on cigarette packages. Some have argued that such regulations would be a violation of First Amendment rights. As a professor of communication studies, I disagree. The required use of cigarette warning labels is already well established legally, and I would contend that the addition of graphic material to such labels represents a difference in form, not in kind. In other words, the fundamental message content is the same, and because that message content will not change as a result of the new requirements, there is no legal or constitutional basis for delaying or stopping the implementation of these requirements.",prominent,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0245,These images do not go far enough. The Federal Government and FDA need to take a strong stance against the tobacco industry by using images that are more graphic and strongly worded. Additionally some of the text on the images is almost comicbook-like which minimizes the serious message that should be associated with the warnings.,strong,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0246,The package warnings are appropriate for the project goals.,warnings,Positive,Neutral,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0248,I think the ad's on the cigarette packs are a great idea. If nothing else can convince smokers of the serious consequences of smoking then hopefully picking up a pack of cigarettes every time will remind them of the consequences and help them to progress towards change.,consequences,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0249,"I think this is an awesome idea, it will really get the attention of cigarette smokers they may complain that the pictures are to vulgar but i think thats what it needs to be to actually make a change in this economy.",vulgar,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0250,Please accept the attached regarding Docket Number FDA-2010-N-0568 from the University of Wisconsin Center for Tobacco Research and Intervention.,Research,Negative,Negative,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0269,As part of our 8th grade science class we discussed the effectiveness of the new cigarette packaging. Below are the results of our discussion. We liked 2-5A because it will affect how parents feel since it was written by a child. We liked 7-4B also because it is short and to the point. We also liked 4-3B because it shows how disgusting smoking can be. We liked 1-1B because it shows what actually can happen with cancer of the larynx. We thought 7-2A because the colors really popped and it shows how smoking is a suicide attempt. 2-3A was effective as it shows what happens during pregnancy. 1-2B was good because it shows how cigarettes are very like heroin and how addictive they really are. We also thought 1-3A was effective because it is true and it shows that cigarette companies control smokers. We also liked 5-4A because it shows how painful heart attacks can be. We liked 4-1A because it shows what actually happens when you get cancer from smoking.,"disgusting, suicide attempt",Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0270,"I am outraged by the fact that the new warnings do not contain the words â€œSurgeon General.â€ In effect, the â€œSurgeon Generalâ€™s Warningâ€ that tobacco products are bad for your health is being removed and replaced by a â€œwarning.â€ The Surgeon General is being disassociated from warnings about the dangers of tobacco use when, in fact, it has been the Surgeon General principally responsible for those warnings in the first place!",warnings,Positive,Positive,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0271,"I believe that this would be a very effective picture to provide on all packs of cigarettes if possible. Also, the picture of the person blowing smoke in the non-smokers face was a good one too. I am not a smoker at all and I found these ideas to be great to try to reduce the amount of smoking being done and hopefully the amount of people that smoke nation wide. Currently in my Contemporary Health Concepts Section Two class we are discussing the numerous amounts of consequences and risks being taken due to smoking. After watching some government documented videos on the topic and discussing the chapter I honestly cannot believe people continue to inhale those toxins even after knowing the damage being done.",consequences,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0274,"To whom it may concern:I would like to voice my opinion that the proposed regulation to mandate larger warning labels to include the graphic effects of smoking is a great idea. Because of the scientific effects of smoking, I believe that it is a detriment to society and this proposed regulation is a step in the right direction. I sincerely hope that these graphic, color photographs of the effects of long-term smoking are successful in decreasing the number of people who consume (are addicted to) cigarettes.Furthermore, I feel that the FDA should continue to come up with stricter and harsher regulations on tobacco companies. I think that the tobacco industry is unethical as a whole, as it markets and sells a product which is inherently destructive and unhealthy, no matter how you look at it. The more regulations the FDA can impose on them, the better.I thank you for the opportunity to voice my opinion on this proposed regulation and I hope that it goes into effect soon to slow down the societal damage that cigarettes have caused for decades now.Sincerely,JoshUS Navy","warning, graphic",Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0275,Really...what's next? This cheeseburger will make you fat...heres a picture. This beer will kill you... here is a picture. People have enough warning in life to make their own judgement what they want to do with their bodies. What are you going to for all the gas stations out there whose main profit generator has been completely taken away. Is there going to be a program set up for them providing them with financial assistance to make ends meet????,"warning, picture",Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0276,As part of our 7th hour science class we discussed the effectiveness of the new packaging for cigarettes. We liked 2-2A because it shows how children are affected by smoke and does so in a realistic way. 7-2A - We liked how this ad was very to the point and got right to the message. 4-3B It shows the actual effects of mouth cancer and stained teeth. We thought it was good. 1-2B - We thought this one as good because it compares nicotine addiction to harder narcotic drugs. 4-1A - It shows how smoking makes you look old and how it gives you cancer. 3-3A was a good way to deter smoking because it shows the before and after effects of smoking. 2-1A would deter smoking because it uses a cute innocent baby which looks sad that the adults are smoking. 1-1B - We like this because it is shocking. 8-2A - We liked how morbid this ad was and also how the victims are anonymous. 8-1A - This one was good because it was so sad. 6-2A was good because it graphically shows how it can harm a baby.,deter smoking,Positive,Negative,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0277,"Patients who perceived discrimination in the healthcare setting were up to 70% less likely to be screened, LaVera M. Crawley, M.D., of Stanford, and colleagues, reported in the August issue of Cancer Epidemiology Biomarkers and Prevention.To place a cancer patient's photo onto a package is based on assumption and is discriminatory! The belief that I carried that our nation had turned the tide within healthcare has been tainted. Other countries have been successful with fear as a method to turn behavior, but we are not those countries. We have the ability to understand and respect the difficulties of addiction and isolate the disease process and treatments. We are have the ability to understand respectful care, both for the provider and the patient. We understand destructive behaviors and we are strong enough to identify and turn away from them...even with the facade of success. We have the ability to use critical thinking to see beyond the immediate and out into our peripheral view to others who will be touched. We have the creative minds to step past our uncomfortable past and move into practice that does not devalue one for the sake of another. What I chose not to believe is true. Beyond the horrors of the disease process, my son has lost dreams and friends. He shares that he will have perfect attendance in school so that no future employer will ever know that he had cancer. The damage of suggestion to use a cancer patient's photo has already been done. Honest value would have stopped momentum. Please stand and face him with your goals. As a role model, our president has openly apologized. Can you feel the pain behind my words? A request for personal apology is not what I am asking for, but I believe is in order for the 28 million people who now run the risk of perceived discrimination. How will those dollars be caluculated? How many will now experience delays in treatments? Who will idendify the lost work hours and losses within the family?To whom it may concern OSHI FDA HHS , As a mother who watches her son (26 yrs) fight the horrors of cancer (misdiagnosed, advanced metastatic) there is not a day that goes by that his fight for dignity and sense of personal contribution is not challenged. Without hesitation, I can tell you that it is the providers who understood this challenge, held his esteem with care and created his treatment plan with the creativity and intelligence to hold and support, that lets my son walk strong today. It is unbelievable to me that there is such mindless awareness of the 28 million people who fight for their dignity as they battle the disease called cancer, that you would use the image of their struggle and personal horror as a desperate move to create a process. I am left to believe that this desperate attempt is as emotionally bankrupt as the addiction that is faced. CANCER IS A MONSTROUS DISEASE. THE PERSON REMAINS HUMBLE INSIDE. TO USE A CANCER RIDDEN PATIENT AS A TOOL IS, IN MY MIND THE LOWEST FORM OF ABUSE IMAGINABLE. IT IS DISCRIMINATORY, DEGRADING AND ABOVE ALL AN EMOTIONAL ATTACK ON AN ALREADY WOUNDED PERSON. I NOW WRITE WITH A GREATER UNDERSTANDING OF THE ORIGINS OF THE STRUGGLE OF THE COUNTRY IN REGARD TO HEALTH CARE. For a fact, your actions touch my son. I hold you personally accountable for his safety and well being. You are distant, but you are his care giver as well. His name is Russell. You will know his smile through remembering your early ambitions, your friends, your dreams. The cancer was through the lymph and lungs, around the aorta and vena cava. We cried together when the treatments started to work. After care from the amazing doctors at UCSF and years of treatments he is now cancer free. WHY WOULD YOU SACRIFICE THIS!!!!!!!!!!!! Sharon Marks RN cc: Whitehouse.gov",difficulties of addiction,Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0281,"I agree with the warnings on cigarettes. Both my parents died from tobacco and my father lost his larynx. Today Michael Douglas has throat cancer and is trying to recuperate. However, one news report said he was seen sipping a Diet Coke. Thaqt means he is consuming aspartame, a multipotential caqrcinogen of which the FDA has known for 3 decades. FDA's toxicologist Dr. Adrian Gross toldCongress because of the cancer it violatqed the Delaney Amendment. So why no warning on Diet Coke and such. Proposition 65 in California says bno product can come into CAlifornia that has methanol or formaldehyde without a cancer waqrning. Still aspartame ais sold in California without a warning. The FDA has ignored Citizsen's petition for ban against their own laws thaqt require they be answered in 180 days.",warning,Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0283,"If you need such warnings on cigarette packaging , lets be far to every industry and but warnings on everything.soda pop-- too much sugar makes you fatdiet pop-- too much diet sugar might be deadly to youfast food-- this food might kill youetc etc etc",warnings,Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0284,"This is ABSOLUTELY ridicolous!! I am a smoker I know what smoking can do , I have a RIGHT to choose what I do!! Big brother is at it AGAIN!!!! Smoking amoung teens is not nearly the problem it was 20 or 30 years ago thanks to education!! You people seem think you can legislate your way into abolishing smoking. You would better serve the public by forcing tobacco co's to remove ALL additives from cigarettes and use only pure tobacco!!! Remember Proabition??? It only sent law abiding citizens underground and you seem hell bent on doing the same with tobacco. People will do what they want and go to any means to do it! IE: illegal drugs, for which they steal and kill for! Is that really what you are aiming for????",additives,Negative,Negative,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0285,love the warning of death depicted by the feet sticking out of casket- that is what cigarettes do.-they should be banned.,warning,Neutral,Neutral,Negative
FDA-2010-N-0568,FDA-2010-N-0568-0286,I would like to see any advertisement that will continue to show the dangers of cigarette smoking. I lost many family members due to this dangerous habit. I have family members & friends who are so addicted & continue to smoke. I pray for the day individuals will take their own health serious and want to live SMOKE FREE!,advertisement,Positive,Positive,Positive
FDA-2010-N-0568,FDA-2010-N-0568-0287,"We all know that tobacco use is the single most preventable cause of morbidity and mortality in the United States. Despite increasing amounts of scientific evidence describing its detrimental effects, Americans continue to smoke. Youth aged 12 to 17 years are at particular risk associated with tobacco use. Our organization, Smokeless Social Media a subcommittee of MWPHA, is concerned about the prevalence of unregulated tobacco advertisement on new media forms, such as Facebook. We would like to see a requirement that all sites on the internet that show photographs of tobacco packaging must conform to the new FDA warnings and graphics. Although many sites have Terms of Service policies in regard to tobacco, these policies go unenforced, particularly when it concerns restrictions on underage users. Smokeless Social Media is greatly concerned with this fact. A search of Facebook reveals numerous tobacco related product pages which encourage the use of these products. These pages fail to provide any age restriction to prevent minors from negative influence. The branded tobacco presence is either being perpetuated by third-party users or tobacco companies. Either way, the Facebook Corporation is negligent in restricting minor access to these adult product pages. By not doing so, they are failing to enforce their own Terms of Service and are in fact endorsing tobacco. When underage Facebook users join tobacco related pages, they inadvertently become brand advocates of tobacco. In order reduce or remove the branded tobacco presence on such a widely used social networking site as Facebook, or any other internet site with a tobacco presence, current policies restricting such a presence must be enforced. By requiring the new graphic warnings it would restrict the branded tobacco presence on the internet with youth access. Smokeless Social Media is also asking that restrictions on youth access to Internet tobacco sites and Facebook sites with a tobacco presence be enforced.","detrimental effects, youth",Neutral,Neutral,Neutral
FDA-2010-N-0568,FDA-2010-N-0568-0288,"Everyone has heard the sayings that a picture is worth a thousand words. I believe that is the main point behind this proposal for required warnings for cigarette packages and advertisements. You would be surprised at the number of individuals that purchase goods and products and do not take the time to read the warnings on the labels. However, those same individuals could probably describe the colors and images used on the package. This is why I support this new regulation. This regulation would require cigarette packages not only have nine new textual warnings statements, but would also require a color graphic depicting the negative health consequences. Presented with the images, the consumer would be forced to mentally acknowledge the possible consequences and hopefully cause them to think twice about what they are doing to their body. According to the American Cancer Society, 20% of high school students were smoking cigarettes in 2009. A good majority of them probably fell prey to peer pressure and did not fully understand the dangers of it. Even though there are commercials on TV, websites, and brochures in store, people do not always take the time to read them or fully digest the information. Graphics, especially colored graphics, can catch attention and relay a message much easier and more effectively than words. The warnings on cigarette packages have not really changed in the last 25 years. While incorporating graphics may not drastically affect those who are already addicted to cigarettes, I do believe that it could prevent youth from experimenting with smoking. These new warnings could be a visual deterrent that could positively affect oneâ€™s choice.",warnings,Negative,Neutral,Negative
